Wk;Day;Date;Time;Home;Score;Away;Attendance;Venue;Referee;Match Report;Notes
31;Sat;02.04.11;;West Ham;2–4;Manchester Utd;;;Lee Mason;Match Report;
31;Sat;02.04.11;;Arsenal;0–0;Blackburn;;;Phil Dowd;Match Report;
31;Sat;02.04.11;;West Brom;2–1;Liverpool;;;Martin Atkinson;Match Report;
31;Sat;02.04.11;;Birmingham City;2–1;Bolton;;;Michael Oliver;Match Report;
31;Sat;02.04.11;;Everton;2–2;Aston Villa;;;Mike Jones;Match Report;
31;Sat;02.04.11;;Newcastle Utd;4–1;Wolves;;;Mike Dean;Match Report;
31;Sat;02.04.11;;Stoke City;1–1;Chelsea;;;Peter Walton;Match Report;
31;Sat;02.04.11;;Wigan Athletic;0–0;Tottenham;;;Andre Marriner;Match Report;
31;Sun;03.04.11;;Manchester City;5–0;Sunderland;;;Howard Webb;Match Report;
31;Sun;03.04.11;;Fulham;3–0;Blackpool;;;Stuart Attwell;Match Report;
;;;;;;;;;;;
32;Sat;09.04.11;;Sunderland;2–3;West Brom;;;Peter Walton;Match Report;
32;Sat;09.04.11;;Blackburn;1–1;Birmingham City;;;Chris Foy;Match Report;
32;Sat;09.04.11;;Tottenham;3–2;Stoke City;;;Kevin Friend;Match Report;
32;Sat;09.04.11;;Manchester Utd;2–0;Fulham;;;Mike Jones;Match Report;
32;Sat;09.04.11;;Wolves;0–3;Everton;;;Phil Dowd;Match Report;
32;Sat;09.04.11;;Bolton;3–0;West Ham;;;Lee Probert;Match Report;
32;Sat;09.04.11;;Chelsea;1–0;Wigan Athletic;;;Howard Webb;Match Report;
32;Sun;10.04.11;;Blackpool;1–3;Arsenal;;;Lee Mason;Match Report;
32;Sun;10.04.11;;Aston Villa;1–0;Newcastle Utd;;;Stuart Attwell;Match Report;
32;Mon;11.04.11;;Liverpool;3–0;Manchester City;;;Mark Halsey;Match Report;
;;;;;;;;;;;
33;Sat;16.04.11;;Everton;2–0;Blackburn;;;Kevin Friend;Match Report;
33;Sat;16.04.11;;Blackpool;1–3;Wigan Athletic;;;Peter Walton;Match Report;
33;Sat;16.04.11;;West Brom;1–3;Chelsea;;;Lee Probert;Match Report;
33;Sat;16.04.11;;West Ham;1–2;Aston Villa;;;Mark Halsey;Match Report;
33;Sat;16.04.11;;Birmingham City;2–0;Sunderland;;;Phil Dowd;Match Report;
33;Sun;17.04.11;;Arsenal;1–1;Liverpool;;;Andre Marriner;Match Report;
33;Tue;19.04.11;;Newcastle Utd;0–0;Manchester Utd;;;Lee Probert;Match Report;
;;;;;;;;;;;
28;Wed;20.04.11;;Tottenham;3–3;Arsenal;;;Martin Atkinson;Match Report;
28;Wed;20.04.11;;Chelsea;3–1;Birmingham City;;;Mike Jones;Match Report;
;;;;;;;;;;;
34;Sat;23.04.11;;Chelsea;3–0;West Ham;;;Phil Dowd;Match Report;
34;Sat;23.04.11;;Blackpool;1–1;Newcastle Utd;;;Martin Atkinson;Match Report;
34;Sat;23.04.11;;Manchester Utd;1–0;Everton;;;Peter Walton;Match Report;
34;Sat;23.04.11;;Wolves;1–1;Fulham;;;Michael Oliver;Match Report;
34;Sat;23.04.11;;Liverpool;5–0;Birmingham City;;;Howard Webb;Match Report;
34;Sat;23.04.11;;Tottenham;2–2;West Brom;;;Stuart Attwell;Match Report;
34;Sat;23.04.11;;Sunderland;4–2;Wigan Athletic;;;Lee Probert;Match Report;
34;Sat;23.04.11;;Aston Villa;1–1;Stoke City;;;Chris Foy;Match Report;
34;Sun;24.04.11;;Bolton;2–1;Arsenal;;;Mike Jones;Match Report;
34;Mon;25.04.11;;Blackburn;0–1;Manchester City;;;Andre Marriner;Match Report;
;;;;;;;;;;;
33;Tue;26.04.11;;Stoke City;3–0;Wolves;;;Lee Mason;Match Report;
33;Wed;27.04.11;;Fulham;3–0;Bolton;;;Anthony Taylor;Match Report;
;;;;;;;;;;;
35;Sat;30.04.11;;Chelsea;2–1;Tottenham;;;Andre Marriner;Match Report;
35;Sat;30.04.11;;Blackburn;1–0;Bolton;;;Mike Dean;Match Report;
35;Sat;30.04.11;;Wigan Athletic;1–1;Everton;;;Lee Mason;Match Report;
35;Sat;30.04.11;;West Brom;2–1;Aston Villa;;;Phil Dowd;Match Report;
35;Sat;30.04.11;;Sunderland;0–3;Fulham;;;Martin Atkinson;Match Report;
35;Sat;30.04.11;;Blackpool;0–0;Stoke City;;;Mark Clattenburg;Match Report;
35;Sun;01.05.11;;Birmingham City;1–1;Wolves;;;Kevin Friend;Match Report;
35;Sun;01.05.11;;Manchester City;2–1;West Ham;;;Howard Webb;Match Report;
35;Sun;01.05.11;;Liverpool;3–0;Newcastle Utd;;;Peter Walton;Match Report;
35;Sun;01.05.11;;Arsenal;1–0;Manchester Utd;;;Chris Foy;Match Report;
;;;;;;;;;;;
36;Sat;07.05.11;;Newcastle Utd;2–1;Birmingham City;;;Chris Foy;Match Report;
36;Sat;07.05.11;;Tottenham;1–1;Blackpool;;;Lee Probert;Match Report;
36;Sat;07.05.11;;Everton;2–1;Manchester City;;;Phil Dowd;Match Report;
36;Sat;07.05.11;;Aston Villa;1–1;Wigan Athletic;;;Mike Jones;Match Report;
36;Sat;07.05.11;;Bolton;1–2;Sunderland;;;Kevin Friend;Match Report;
36;Sat;07.05.11;;West Ham;1–1;Blackburn;;;Peter Walton;Match Report;
36;Sun;08.05.11;;Stoke City;3–1;Arsenal;;;Mark Halsey;Match Report;
36;Sun;08.05.11;;Wolves;3–1;West Brom;;;Mike Dean;Match Report;
36;Sun;08.05.11;;Manchester Utd;2–1;Chelsea;;;Howard Webb;Match Report;
36;Mon;09.05.11;;Fulham;2–5;Liverpool;;;Lee Mason;Match Report;
;;;;;;;;;;;
33;Tue;10.05.11;;Manchester City;1–0;Tottenham;;;Mike Dean;Match Report;
;;;;;;;;;;;
37;Sat;14.05.11;;West Brom;1–0;Everton;;;Anthony Taylor;Match Report;
37;Sat;14.05.11;;Blackpool;4–3;Bolton;;;Andre Marriner;Match Report;
37;Sat;14.05.11;;Blackburn;1–1;Manchester Utd;;;Phil Dowd;Match Report;
37;Sat;14.05.11;;Sunderland;1–3;Wolves;;;Mike Jones;Match Report;
37;Sun;15.05.11;;Arsenal;1–2;Aston Villa;;;Michael Oliver;Match Report;
37;Sun;15.05.11;;Birmingham City;0–2;Fulham;;;Peter Walton;Match Report;
37;Sun;15.05.11;;Liverpool;0–2;Tottenham;;;Howard Webb;Match Report;
37;Sun;15.05.11;;Chelsea;2–2;Newcastle Utd;;;Lee Mason;Match Report;
37;Sun;15.05.11;;Wigan Athletic;3–2;West Ham;;;Mike Dean;Match Report;
37;Tue;17.05.11;;Manchester City;3–0;Stoke City;;;Lee Probert;Match Report;
;;;;;;;;;;;
38;Sun;22.05.11;;Manchester Utd;4–2;Blackpool;;;Mike Dean;Match Report;
38;Sun;22.05.11;;Stoke City;0–1;Wigan Athletic;;;Andre Marriner;Match Report;
38;Sun;22.05.11;;Aston Villa;1–0;Liverpool;;;Lee Probert;Match Report;
38;Sun;22.05.11;;West Ham;0–3;Sunderland;;;Anthony Taylor;Match Report;
38;Sun;22.05.11;;Everton;1–0;Chelsea;;;Peter Walton;Match Report;
38;Sun;22.05.11;;Newcastle Utd;3–3;West Brom;;;Mark Halsey;Match Report;
38;Sun;22.05.11;;Bolton;0–2;Manchester City;;;Chris Foy;Match Report;
38;Sun;22.05.11;;Tottenham;2–1;Birmingham City;;;Mark Clattenburg;Match Report;
38;Sun;22.05.11;;Fulham;2–2;Arsenal;;;Martin Atkinson;Match Report;
38;Sun;22.05.11;;Wolves;2–3;Blackburn;;;Howard Webb;Match Report;
